response_id,evaluator_id,correctness,depth,clarity,practicality,tradeoffs,overall_score
1376,1,0.65,0.7,0.83,0.62,0.73,0.7248
1376,2,0.71,0.76,0.71,0.69,0.71,0.7429
1572,1,0.72,0.67,0.75,0.69,0.65,0.6175
1572,2,0.77,0.59,0.63,0.65,0.72,0.7108
27,1,0.57,0.6,0.72,0.56,0.53,0.6961
27,2,0.61,0.6,0.71,0.66,0.54,0.6272
755,1,0.66,0.69,0.66,0.68,0.67,0.7321
755,2,0.63,0.68,0.63,0.69,0.74,0.676
1402,1,0.64,0.54,0.53,0.89,0.66,0.6454
1402,2,0.59,0.5,0.55,0.77,0.58,0.5477
1023,1,0.5,0.47,0.45,0.43,0.4,0.3589
1023,2,0.32,0.32,0.37,0.49,0.5,0.4225
1630,1,0.7,0.63,0.71,0.8,0.67,0.672
1630,2,0.76,0.61,0.7,0.85,0.73,0.7242
1176,1,0.75,0.65,0.77,0.69,0.69,0.734
1176,2,0.71,0.6,0.61,0.65,0.68,0.6917
34,1,0.86,0.7,0.9,0.89,0.79,0.8177
34,2,0.7,0.76,0.86,0.8,0.75,0.7476
1313,1,0.63,0.35,0.48,0.41,0.4,0.4583
1313,2,0.52,0.43,0.42,0.41,0.45,0.4965
1645,1,0.85,0.79,0.9,0.89,0.79,0.9051
1645,2,0.93,0.78,0.94,0.95,0.76,0.9186
1547,1,0.64,0.67,0.65,0.54,0.73,0.6926
1547,2,0.58,0.81,0.58,0.68,0.78,0.6724
44,1,0.46,0.63,0.71,0.51,0.57,0.6802
44,2,0.65,0.43,0.59,0.62,0.47,0.6709
1695,1,0.51,0.44,0.6,0.67,0.55,0.4638
1695,2,0.43,0.51,0.55,0.65,0.46,0.4109
1824,1,0.59,0.35,0.49,0.52,0.59,0.6319
1824,2,0.66,0.52,0.41,0.61,0.61,0.5773
1861,1,0.71,0.73,0.71,0.73,0.78,0.8146
1861,2,0.74,0.56,0.7,0.85,0.8,0.7932
882,1,0.47,0.34,0.38,0.43,0.35,0.3921
882,2,0.27,0.31,0.49,0.4,0.4,0.3468
1168,1,0.61,0.77,0.74,0.58,0.7,0.7174
1168,2,0.68,0.74,0.8,0.64,0.67,0.6795
58,1,0.56,0.5,0.43,0.39,0.38,0.4026
58,2,0.46,0.47,0.4,0.4,0.35,0.38
1408,1,0.76,0.77,0.89,0.8,0.87,0.8657
1408,2,0.8,0.71,0.89,0.86,0.89,0.7523
274,1,0.76,0.66,0.74,0.76,0.78,0.7667
274,2,0.83,0.73,0.8,0.78,0.63,0.7995
1217,1,0.58,0.59,0.79,0.61,0.66,0.6347
1217,2,0.59,0.67,0.66,0.65,0.63,0.7918
1116,1,0.47,0.42,0.52,0.44,0.47,0.4997
1116,2,0.43,0.46,0.52,0.4,0.62,0.4391
1030,1,0.43,0.39,0.52,0.42,0.48,0.4864
1030,2,0.36,0.73,0.46,0.52,0.67,0.5178
1538,1,0.72,0.88,0.92,0.85,0.91,0.8863
1538,2,0.77,0.77,0.78,0.87,0.87,0.8545
263,1,0.56,0.49,0.61,0.71,0.57,0.6098
263,2,0.55,0.51,0.51,0.57,0.56,0.5682
825,1,0.8,0.72,0.81,0.81,0.6,0.7393
825,2,0.7,0.76,0.64,0.83,0.62,0.7022
757,1,0.58,0.78,0.87,0.79,0.57,0.675
757,2,0.53,0.63,0.74,0.7,0.63,0.6242
260,1,0.36,0.27,0.42,0.35,0.38,0.2627
260,2,0.41,0.19,0.45,0.36,0.35,0.3646
188,1,0.66,0.66,0.86,0.76,0.68,0.6491
188,2,0.57,0.71,0.74,0.58,0.7,0.7305
563,1,0.6,0.68,0.75,0.51,0.58,0.6173
563,2,0.59,0.64,0.64,0.55,0.54,0.6583
1050,1,0.75,0.81,0.81,0.76,0.82,0.8704
1050,2,0.72,0.75,0.89,0.69,0.71,0.7457
1745,1,0.65,0.58,0.68,0.51,0.72,0.5188
1745,2,0.68,0.54,0.64,0.45,0.74,0.5451
1190,1,0.59,0.61,0.66,0.58,0.56,0.5437
1190,2,0.57,0.56,0.57,0.66,0.63,0.5154
1430,1,0.96,0.69,1,0.82,0.84,0.8382
1430,2,0.91,0.8,0.95,0.74,0.86,0.8555
1269,1,0.93,1,0.93,0.84,1,0.9464
1269,2,0.88,0.93,0.87,0.85,1,0.8352
740,1,0.36,0.71,0.22,0.45,0.48,0.3705
740,2,0.36,0.51,0.2,0.39,0.33,0.3084
1556,1,0.61,0.59,0.63,0.46,0.55,0.6933
1556,2,0.65,0.62,0.64,0.49,0.67,0.5957
435,1,0.92,0.87,1,0.78,0.85,0.8701
435,2,0.96,0.83,1,0.87,0.77,0.8455
885,1,0.42,0.76,0.76,0.56,0.52,0.5728
885,2,0.56,0.66,0.5,0.62,0.71,0.5722
910,1,0.69,0.62,0.55,0.76,0.84,0.6303
910,2,0.71,0.67,0.65,0.77,0.89,0.6207
330,1,0.57,0.44,0.58,0.57,0.66,0.4263
330,2,0.45,0.53,0.59,0.44,0.65,0.6337
1840,1,0.38,0.59,0.58,0.38,0.62,0.4187
1840,2,0.39,0.59,0.51,0.19,0.49,0.4507
630,1,0.81,0.69,0.69,0.72,0.62,0.7533
630,2,0.67,0.78,0.7,0.63,0.6,0.6709
387,1,0.52,0.55,0.42,0.42,0.5,0.4765
387,2,0.52,0.67,0.54,0.46,0.4,0.3678
1786,1,0.87,0.77,0.71,0.81,0.8,0.7112
1786,2,0.82,0.93,0.61,0.75,0.83,0.7369
315,1,0.7,0.68,0.61,0.69,0.64,0.7027
315,2,0.84,0.7,0.5,0.66,0.66,0.807
911,1,0.63,0.7,0.46,0.57,0.78,0.601
911,2,0.61,0.63,0.5,0.63,0.77,0.6319
1515,1,0.83,0.69,0.71,0.63,0.77,0.6849
1515,2,0.78,0.65,0.75,0.7,0.66,0.7255
1608,1,0.69,0.65,0.52,0.48,0.55,0.5983
1608,2,0.63,0.55,0.57,0.56,0.64,0.6105
904,1,0.27,0.46,0.43,0.48,0.45,0.4993
904,2,0.48,0.59,0.47,0.37,0.58,0.4882
146,1,0.83,0.91,0.88,0.83,0.77,0.8687
146,2,0.79,0.83,0.86,0.82,0.83,0.8353
318,1,0.63,0.78,0.72,0.74,0.77,0.7309
318,2,0.72,0.69,0.73,0.66,0.68,0.6457
1369,1,0.5,0.6,0.58,0.5,0.67,0.4959
1369,2,0.59,0.6,0.49,0.52,0.69,0.564
1367,1,0.69,0.54,0.49,0.71,0.56,0.6019
1367,2,0.81,0.61,0.64,0.65,0.59,0.54
576,1,0.88,0.93,0.78,0.9,0.91,0.9207
576,2,0.87,0.95,0.87,1,0.93,0.9601
1593,1,0.62,0.57,0.64,0.71,0.56,0.7715
1593,2,0.72,0.49,0.66,0.75,0.57,0.5799
1766,1,0.6,0.61,0.69,0.65,0.66,0.6113
1766,2,0.77,0.62,0.59,0.62,0.66,0.6136
92,1,0.58,0.42,0.48,0.55,0.59,0.5942
92,2,0.63,0.45,0.65,0.43,0.56,0.5776
1394,1,0.65,0.56,0.58,0.61,0.69,0.8272
1394,2,0.75,0.63,0.62,0.71,0.71,0.7827
282,1,0.81,0.64,0.78,0.66,0.78,0.76
282,2,0.75,0.72,0.83,0.84,0.71,0.7306
1807,1,0.62,0.61,0.57,0.61,0.7,0.6325
1807,2,0.52,0.68,0.48,0.55,0.59,0.5014
1892,1,0.58,0.65,0.66,0.55,0.58,0.5435
1892,2,0.65,0.59,0.54,0.68,0.58,0.5912
250,1,0.68,0.49,0.62,0.57,0.65,0.7419
250,2,0.65,0.55,0.68,0.7,0.58,0.6752
677,1,0.74,0.74,0.76,0.61,0.68,0.7492
677,2,0.74,0.77,0.71,0.72,0.82,0.8136
1026,1,0.42,0.38,0.37,0.44,0.39,0.4096
1026,2,0.48,0.53,0.46,0.4,0.45,0.4526
476,1,0.79,0.76,0.64,0.74,0.67,0.8004
476,2,0.58,0.53,0.59,0.62,0.62,0.6162
1405,1,0.55,0.65,0.52,0.64,0.7,0.741
1405,2,0.57,0.59,0.5,0.74,0.7,0.8358
562,1,0.64,0.87,0.64,0.64,0.79,0.6938
562,2,0.7,0.81,0.62,0.77,0.88,0.7097
1337,1,0.48,0.62,0.61,0.61,0.49,0.5576
1337,2,0.59,0.59,0.62,0.7,0.44,0.5663
819,1,0.67,0.73,0.8,0.56,0.71,0.7862
819,2,0.7,0.76,0.91,0.62,0.85,0.6762
676,1,0.57,0.71,0.59,0.68,0.74,0.6832
676,2,0.62,0.76,0.8,0.76,0.63,0.7541
1902,1,0.56,0.65,0.58,0.52,0.5,0.5657
1902,2,0.52,0.51,0.52,0.51,0.65,0.533
1449,1,0.79,1,0.92,1,0.83,0.8817
1449,2,0.88,1,0.89,0.86,0.99,0.9208
209,1,0.69,0.63,0.48,0.63,0.68,0.638
209,2,0.69,0.61,0.65,0.71,0.77,0.6972
12,1,0.79,0.7,0.9,0.81,0.92,0.8448
12,2,0.77,0.81,0.79,0.78,0.81,0.9107
1288,1,0.58,0.63,0.52,0.64,0.54,0.5902
1288,2,0.56,0.71,0.51,0.57,0.7,0.4528
1815,1,0.43,0.41,0.28,0.41,0.39,0.6127
1815,2,0.4,0.43,0.61,0.53,0.51,0.4908
800,1,0.83,0.76,0.76,0.71,0.75,0.8146
800,2,0.78,0.74,0.76,0.83,1,0.7507
243,1,0.72,0.65,0.64,0.65,0.75,0.7307
243,2,0.74,0.67,0.86,0.69,0.6,0.7523
513,1,0.92,0.76,0.92,0.7,0.78,0.8026
513,2,0.87,0.74,1,0.86,0.74,0.8509
600,1,0.42,0.38,0.39,0.3,0.26,0.4405
600,2,0.51,0.28,0.45,0.45,0.37,0.3615
1581,1,0.58,0.59,0.76,0.56,0.58,0.5409
1581,2,0.58,0.63,0.63,0.59,0.68,0.639
241,1,0.85,0.72,0.8,0.69,0.53,0.6303
241,2,0.75,0.77,0.8,0.66,0.63,0.6313
886,1,0.39,0.35,0.57,0.62,0.53,0.458
886,2,0.38,0.32,0.45,0.64,0.43,0.417
712,1,0.55,0.51,0.46,0.49,0.55,0.4404
712,2,0.38,0.53,0.59,0.42,0.46,0.4589
413,1,0.91,0.68,0.72,0.76,0.67,0.65
413,2,0.81,0.7,0.9,0.72,0.7,0.7585
1275,1,0.96,0.96,0.82,0.95,0.9,0.8606
1275,2,0.81,0.76,0.92,0.9,0.89,0.9051
861,1,0.53,0.69,0.68,0.66,0.79,0.7011
861,2,0.64,0.74,0.64,0.61,0.61,0.5688
731,1,0.77,0.72,0.7,0.67,0.65,0.6696
731,2,0.78,0.84,0.83,0.61,0.67,0.7779
1881,1,0.83,0.85,0.89,0.83,0.74,0.8596
1881,2,0.99,0.81,0.91,0.86,0.69,0.9408
1667,1,0.6,0.62,0.65,0.62,0.59,0.6213
1667,2,0.52,0.48,0.57,0.53,0.61,0.5986
918,1,0.57,0.59,0.54,0.56,0.48,0.5909
918,2,0.61,0.65,0.48,0.51,0.48,0.4855
1426,1,0.56,0.36,0.49,0.61,0.65,0.4131
1426,2,0.61,0.49,0.39,0.49,0.64,0.5149
1489,1,0.56,0.42,0.57,0.64,0.49,0.5454
1489,2,0.61,0.47,0.55,0.71,0.67,0.5529
438,1,0.85,1,0.93,0.87,0.85,0.8642
438,2,0.92,0.89,1,0.98,0.94,0.9487
1172,1,0.53,0.39,0.77,0.78,0.61,0.4732
1172,2,0.6,0.47,0.74,0.66,0.49,0.6488
1526,1,0.78,0.64,0.88,0.72,0.78,0.8173
1526,2,0.72,0.73,0.92,0.83,0.79,0.7677
1004,1,0.56,0.51,0.59,0.45,0.27,0.3897
1004,2,0.54,0.36,0.49,0.55,0.33,0.3736
1296,1,0.57,0.66,0.6,0.65,0.63,0.6212
1296,2,0.6,0.64,0.61,0.57,0.62,0.6505
1646,1,0.88,0.7,0.89,0.87,1.0,0.8664
1646,2,0.94,0.72,1.0,0.9,0.96,0.8952
189,1,0.75,0.51,0.81,0.69,0.67,0.7643
189,2,0.64,0.63,0.73,0.69,0.68,0.7603
1676,1,0.75,0.63,0.66,0.72,0.72,0.7193
1676,2,0.62,0.59,0.72,0.58,0.71,0.6752
122,1,0.48,0.39,0.44,0.52,0.43,0.4358
122,2,0.4,0.39,0.54,0.62,0.47,0.5178
1747,1,0.67,0.45,0.57,0.47,0.49,0.52
1747,2,0.67,0.49,0.56,0.62,0.42,0.6424
683,1,0.89,0.81,0.76,0.85,0.67,0.7738
683,2,0.8,0.82,0.76,0.93,0.68,0.7742
60,1,0.48,0.46,0.5,0.59,0.51,0.6351
60,2,0.63,0.71,0.53,0.55,0.5,0.5955
546,1,0.78,0.59,0.84,0.91,0.74,0.7057
546,2,0.88,0.69,0.89,0.91,0.75,0.8274
927,1,0.71,0.67,0.58,0.7,0.61,0.7212
927,2,0.7,0.76,0.61,0.73,0.75,0.7053
1171,1,0.7,0.48,0.69,0.7,0.59,0.5355
1171,2,0.6,0.45,0.71,0.7,0.62,0.5914
1619,1,0.59,0.65,0.87,0.66,0.65,0.5987
1619,2,0.73,0.52,0.79,0.62,0.65,0.6545
408,1,0.71,0.63,0.86,0.75,0.75,0.7464
408,2,0.78,0.79,0.67,0.7,0.58,0.7747
628,1,0.57,0.78,0.65,0.75,0.65,0.7055
628,2,0.5,0.77,0.76,0.79,0.69,0.74
976,1,0.73,0.91,0.74,0.58,0.54,0.7353
976,2,0.71,0.8,0.75,0.62,0.65,0.7229
273,1,0.86,0.92,0.71,0.74,0.94,0.7833
273,2,0.76,0.86,0.59,0.91,0.92,0.8263
1224,1,0.91,0.94,0.89,0.79,1,0.9102
1224,2,1,0.83,0.8,0.92,0.84,0.9677
1502,1,0.43,0.49,0.49,0.52,0.59,0.4824
1502,2,0.59,0.57,0.67,0.45,0.51,0.5019
1604,1,0.7,0.6,0.59,0.76,0.72,0.6339
1604,2,0.75,0.54,0.71,0.72,0.73,0.7602
1348,1,0.48,0.55,0.39,0.36,0.41,0.5065
1348,2,0.43,0.63,0.41,0.37,0.44,0.4003
412,1,0.35,0.59,0.45,0.51,0.6,0.5227
412,2,0.49,0.63,0.44,0.51,0.52,0.4944
695,1,0.44,0.51,0.41,0.46,0.68,0.6091
695,2,0.46,0.54,0.26,0.52,0.57,0.47
760,1,0.55,0.58,0.39,0.38,0.49,0.5969
760,2,0.44,0.52,0.38,0.44,0.43,0.4558
194,1,0.57,0.58,0.71,0.53,0.47,0.6272
194,2,0.56,0.75,0.93,0.56,0.6,0.6964
1895,1,0.34,0.5,0.6,0.49,0.47,0.5737
1895,2,0.32,0.51,0.49,0.53,0.56,0.4392
396,1,0.72,0.66,0.72,0.73,0.68,0.696
396,2,0.72,0.63,0.85,0.69,0.45,0.749
100,1,0.65,0.47,0.34,0.63,0.38,0.4717
100,2,0.62,0.52,0.41,0.49,0.47,0.4913
1184,1,0.6,0.62,0.65,0.46,0.57,0.6069
1184,2,0.66,0.49,0.54,0.55,0.32,0.471
487,1,0.66,0.54,0.77,0.62,0.63,0.5964
487,2,0.74,0.52,0.55,0.6,0.62,0.6301
1132,1,0.52,0.76,0.64,0.76,0.6,0.7096
1132,2,0.6,0.62,0.47,0.73,0.78,0.6771
845,1,0.75,0.57,0.76,0.79,0.61,0.7289
845,2,0.63,0.55,0.62,0.68,0.64,0.6765
1871,1,0.52,0.46,0.52,0.54,0.44,0.454
1871,2,0.49,0.47,0.66,0.71,0.55,0.5589
1216,1,0.73,0.85,0.79,0.91,0.73,0.7049
1216,2,0.71,0.76,0.73,0.95,0.91,0.813
723,1,0.44,0.54,0.51,0.51,0.47,0.4981
723,2,0.39,0.47,0.52,0.5,0.46,0.533
1036,1,0.44,0.49,0.64,0.55,0.57,0.5327
1036,2,0.41,0.51,0.63,0.6,0.46,0.5483
305,1,0.65,0.59,0.38,0.47,0.65,0.6132
305,2,0.62,0.6,0.51,0.52,0.38,0.5646
568,1,0.58,0.79,0.69,0.75,0.65,0.6889
568,2,0.59,0.69,0.7,0.72,0.73,0.6323
620,1,0.71,0.72,0.75,0.7,0.71,0.6689
620,2,0.68,0.6,0.7,0.78,0.67,0.6151
7,1,0.87,0.9,0.9,1,0.94,0.9287
7,2,0.92,0.91,0.91,0.83,0.87,0.8505
363,1,0.44,0.4,0.43,0.42,0.49,0.4805
363,2,0.49,0.46,0.41,0.37,0.44,0.4141
987,1,0.89,0.99,0.92,0.93,0.95,0.8945
987,2,0.84,1,0.93,1,0.89,0.8426
1383,1,0.73,0.74,0.96,0.65,0.67,0.661
1383,2,0.52,0.71,0.81,0.63,0.75,0.7611
1700,1,0.37,0.42,0.45,0.4,0.42,0.3379
1700,2,0.38,0.39,0.36,0.5,0.37,0.3602
481,1,0.64,0.73,0.48,0.59,0.57,0.496
481,2,0.67,0.64,0.62,0.71,0.55,0.6151
797,1,0.81,0.48,0.64,0.53,0.48,0.6325
797,2,0.86,0.45,0.57,0.54,0.48,0.6229
1264,1,0.45,0.58,0.56,0.43,0.46,0.5773
1264,2,0.48,0.53,0.56,0.55,0.43,0.4698
1374,1,0.46,0.53,0.42,0.45,0.52,0.4865
1374,2,0.52,0.39,0.58,0.57,0.46,0.4699
1819,1,0.78,0.59,0.73,0.59,0.67,0.7311
1819,2,0.73,0.72,0.63,0.71,0.72,0.717
207,1,0.42,0.52,0.51,0.52,0.42,0.4719
207,2,0.54,0.42,0.74,0.4,0.42,0.4276
1029,1,0.38,0.35,0.43,0.58,0.52,0.4902
1029,2,0.44,0.33,0.47,0.67,0.6,0.4405
1170,1,0.57,0.68,0.94,0.76,0.74,0.7193
1170,2,0.71,0.68,0.88,0.81,0.78,0.7577
1332,1,0.67,0.6,0.66,0.69,0.46,0.5643
1332,2,0.55,0.52,0.49,0.62,0.58,0.5654
138,1,0.63,0.77,0.75,0.73,0.9,0.8415
138,2,0.69,0.72,0.67,0.72,0.78,0.7441
1776,1,0.64,0.6,0.76,0.74,0.4,0.5791
1776,2,0.54,0.42,0.69,0.83,0.58,0.6206
1440,1,0.74,0.82,0.89,0.95,0.9,0.8681
1440,2,0.8,0.89,0.84,0.67,0.84,0.8791
661,1,0.67,0.99,0.87,0.85,0.86,0.8144
661,2,0.74,0.92,0.81,0.81,0.9,0.7876
1220,1,0.63,0.83,0.84,0.85,0.97,0.7041
1220,2,0.75,0.75,0.69,0.9,0.79,0.6691
1625,1,0.94,0.88,0.94,1,0.91,0.8916
1625,2,0.99,0.89,0.93,0.87,1,0.8839
1359,1,0.59,0.38,0.5,0.5,0.45,0.5475
1359,2,0.62,0.66,0.43,0.73,0.49,0.5614
1847,1,0.68,0.65,0.81,0.61,0.59,0.6609
1847,2,0.55,0.64,0.77,0.75,0.69,0.7572
616,1,0.81,0.66,0.68,0.57,0.74,0.7505
616,2,0.76,0.85,0.62,0.58,0.65,0.733
656,1,0.84,0.74,0.89,0.8,0.89,0.7378
656,2,0.9,0.64,0.84,0.77,0.88,0.8579
1830,1,0.57,0.36,0.49,0.36,0.44,0.377
1830,2,0.59,0.28,0.42,0.44,0.38,0.3473
1335,1,0.67,0.51,0.68,0.65,0.65,0.6723
1335,2,0.69,0.5,0.63,0.6,0.67,0.6401
252,1,0.58,0.63,0.81,0.68,0.74,0.5847
252,2,0.7,0.45,0.69,0.7,0.46,0.6749
772,1,0.54,0.45,0.2,0.3,0.33,0.5378
772,2,0.45,0.31,0.34,0.43,0.43,0.4476
1364,1,0.4,0.36,0.36,0.59,0.53,0.4218
1364,2,0.42,0.43,0.43,0.32,0.47,0.4781
651,1,0.83,0.8,0.79,0.68,0.8,0.7398
651,2,0.87,0.85,0.68,0.68,0.84,0.7116
1860,1,0.67,0.72,0.66,0.76,0.61,0.6402
1860,2,0.66,0.65,0.76,0.75,0.81,0.6574
790,1,0.49,0.63,0.69,0.43,0.33,0.5676
790,2,0.58,0.54,0.63,0.47,0.53,0.4945
1838,1,0.54,0.25,0.28,0.46,0.33,0.4959
1838,2,0.48,0.26,0.3,0.4,0.31,0.328
148,1,0.92,0.88,0.87,0.91,0.89,0.9756
148,2,0.88,0.72,0.84,0.77,1,0.9535
1636,1,0.91,0.72,0.85,1.0,0.84,0.8424
1636,2,0.94,0.93,0.91,0.79,0.82,0.8616
714,1,0.5,0.59,0.65,0.77,0.62,0.6051
714,2,0.56,0.64,0.58,0.72,0.79,0.6453
1432,1,0.99,0.86,1,0.95,1,0.9239
1432,2,0.88,0.84,1,0.94,1,0.9662
390,1,0.52,0.57,0.68,0.78,0.5,0.5577
390,2,0.37,0.51,0.68,0.57,0.62,0.5174
1882,1,0.67,0.82,0.77,0.75,0.69,0.7771
1882,2,0.75,0.85,0.7,0.74,0.72,0.731
355,1,0.74,0.81,0.65,0.72,0.76,0.7724
355,2,0.7,0.82,0.66,0.84,0.9,0.7162
1406,1,0.59,0.74,0.63,0.63,0.63,0.5355
1406,2,0.6,0.51,0.79,0.71,0.56,0.6598
1234,1,0.63,0.43,0.49,0.51,0.46,0.6124
1234,2,0.48,0.48,0.53,0.51,0.56,0.505
868,1,0.71,0.63,0.64,0.68,0.61,0.6416
868,2,0.73,0.58,0.64,0.66,0.65,0.7136
1582,1,0.86,0.66,0.61,0.65,0.66,0.6996
1582,2,0.69,0.68,0.7,0.76,0.66,0.7287
55,1,0.49,0.56,0.49,0.43,0.3,0.516
55,2,0.6,0.56,0.41,0.45,0.53,0.3949
511,1,0.74,0.7,0.8,0.66,0.73,0.7681
511,2,0.69,0.73,0.77,0.69,0.89,0.6551
1490,1,0.58,0.66,0.44,0.72,0.61,0.6815
1490,2,0.55,0.64,0.59,0.71,0.72,0.6827
538,1,0.76,0.78,0.92,0.81,0.93,0.8124
538,2,0.9,0.88,0.82,0.75,0.84,0.8693
369,1,0.49,0.42,0.31,0.42,0.53,0.4797
369,2,0.46,0.47,0.39,0.47,0.56,0.4516
1075,1,0.54,0.3,0.41,0.39,0.36,0.4613
1075,2,0.62,0.38,0.55,0.29,0.47,0.3315
1854,1,0.74,0.73,0.77,0.67,0.72,0.78
1854,2,0.71,0.76,0.67,0.68,0.77,0.8447
592,1,0.42,0.49,0.51,0.58,0.64,0.4324
592,2,0.51,0.46,0.39,0.66,0.47,0.4385
256,1,0.92,0.64,0.63,0.76,0.72,0.7393
256,2,0.77,0.62,0.71,0.79,0.81,0.6422
433,1,0.99,0.84,0.84,0.99,0.92,0.9266
433,2,0.94,0.86,0.97,1,0.88,0.9483
1844,1,0.53,0.37,0.37,0.36,0.32,0.4562
1844,2,0.48,0.35,0.48,0.49,0.4,0.4374
1183,1,0.29,0.26,0.35,0.45,0.4,0.2907
1183,2,0.33,0.22,0.35,0.52,0.39,0.4544
1620,1,0.87,0.71,0.74,0.71,0.68,0.7625
1620,2,0.82,0.74,0.78,0.85,0.78,0.6994
1450,1,0.61,0.82,0.95,0.93,0.84,0.8976
1450,2,0.86,0.82,0.99,0.86,0.78,0.7683
1336,1,0.43,0.47,0.4,0.48,0.54,0.3985
1336,2,0.42,0.35,0.6,0.59,0.61,0.3468
266,1,0.85,0.72,0.8,0.87,0.88,0.8547
266,2,0.8,0.66,0.8,0.79,0.89,0.9135
1505,1,0.55,0.58,0.55,0.51,0.59,0.4593
1505,2,0.53,0.62,0.63,0.4,0.62,0.49
228,1,0.83,0.65,0.8,0.69,0.65,0.6746
228,2,0.87,0.5,0.75,0.68,0.67,0.7624
222,1,0.5,0.52,0.6,0.46,0.46,0.5676
222,2,0.57,0.51,0.64,0.58,0.48,0.4938
337,1,0.44,0.38,0.44,0.35,0.37,0.427
337,2,0.49,0.38,0.43,0.46,0.39,0.3255
1702,1,0.56,0.43,0.56,0.53,0.5,0.4373
1702,2,0.39,0.52,0.38,0.48,0.38,0.5482
934,1,0.38,0.43,0.42,0.31,0.32,0.369
934,2,0.28,0.37,0.41,0.45,0.56,0.385
462,1,0.47,0.56,0.57,0.49,0.32,0.4527
462,2,0.47,0.47,0.49,0.48,0.15,0.4567
200,1,0.48,0.5,0.54,0.4,0.41,0.599
200,2,0.67,0.59,0.56,0.31,0.5,0.4945
769,1,0.51,0.43,0.52,0.54,0.47,0.4214
769,2,0.59,0.64,0.51,0.53,0.44,0.5682
271,1,0.94,0.96,0.79,0.81,0.91,0.8403
271,2,0.9,0.93,0.94,0.94,0.91,0.8382
566,1,0.79,0.57,0.71,0.89,0.76,0.7145
566,2,0.71,0.68,0.65,0.86,0.68,0.6848
877,1,0.34,0.45,0.52,0.43,0.35,0.3042
877,2,0.34,0.39,0.49,0.48,0.3,0.4171
586,1,0.69,0.71,0.79,0.72,0.66,0.7181
586,2,0.81,0.75,0.9,0.77,0.7,0.8156
527,1,0.79,0.83,0.88,0.81,0.74,0.879
527,2,0.83,0.82,0.83,0.89,0.83,0.8652
1470,1,0.97,0.78,0.88,0.88,0.73,0.8094
1470,2,0.91,0.8,0.89,0.81,0.73,0.8781
668,1,0.59,0.5,0.6,0.61,0.4,0.5657
668,2,0.6,0.48,0.6,0.54,0.52,0.5885
1536,1,0.76,0.69,0.62,0.7,0.72,0.7148
1536,2,0.74,0.74,0.67,0.73,0.8,0.6958
1778,1,0.67,0.55,0.67,0.72,0.64,0.5897
1778,2,0.59,0.61,0.71,0.73,0.64,0.6051
945,1,0.61,0.8,0.65,0.58,0.72,0.6719
945,2,0.7,0.74,0.84,0.71,0.6,0.6723
1165,1,0.65,0.55,0.75,0.46,0.5,0.6528
1165,2,0.6,0.51,0.63,0.48,0.47,0.5977
1076,1,0.51,0.55,0.41,0.41,0.55,0.5482
1076,2,0.51,0.69,0.41,0.54,0.52,0.5932
320,1,0.73,0.59,0.63,0.81,0.68,0.6899
320,2,0.66,0.54,0.71,0.71,0.65,0.6399
799,1,0.78,0.6,0.76,0.8,0.82,0.7309
799,2,0.67,0.62,0.85,0.85,0.89,0.7017
254,1,0.63,0.55,0.56,0.64,0.5,0.6109
254,2,0.72,0.54,0.47,0.61,0.63,0.6286
1811,1,0.71,0.62,0.62,0.69,0.69,0.6049
1811,2,0.52,0.65,0.59,0.72,0.63,0.677
1751,1,0.86,0.75,0.7,0.66,0.7,0.6304
1751,2,0.73,0.84,0.59,0.54,0.61,0.6577
564,1,0.63,0.69,0.66,0.7,0.79,0.7372
564,2,0.71,0.63,0.58,0.71,0.72,0.6414
382,1,0.59,0.63,0.65,0.62,0.65,0.5325
382,2,0.47,0.73,0.48,0.57,0.77,0.5665
796,1,0.52,0.6,0.55,0.52,0.55,0.4965
796,2,0.49,0.64,0.44,0.51,0.45,0.521
158,1,0.76,0.89,0.78,0.98,0.93,0.881
158,2,0.83,0.82,0.84,0.83,0.92,0.7947
1346,1,0.66,0.67,0.76,0.68,0.58,0.6584
1346,2,0.84,0.68,0.78,0.7,0.66,0.6487
671,1,0.67,0.78,0.66,0.74,0.75,0.8515
671,2,0.6,0.84,0.79,0.51,0.81,0.7271
1503,1,0.79,0.71,0.53,0.73,0.48,0.6705
1503,2,0.7,0.66,0.71,0.77,0.73,0.6691
703,1,0.47,0.51,0.41,0.48,0.46,0.4248
703,2,0.41,0.43,0.37,0.41,0.51,0.4285
1436,1,0.81,0.87,0.86,0.71,0.92,0.8559
1436,2,0.88,0.87,0.93,0.76,0.84,0.9161
336,1,0.49,0.42,0.26,0.37,0.4,0.442
336,2,0.39,0.32,0.25,0.41,0.38,0.4101
1109,1,0.62,0.84,0.66,0.73,0.63,0.6067
1109,2,0.69,0.58,0.57,0.67,0.64,0.5279
648,1,0.84,0.73,1,0.79,0.75,0.8355
648,2,0.82,0.82,1,0.73,0.78,0.8239
639,1,0.66,0.54,0.62,0.52,0.58,0.5714
639,2,0.59,0.55,0.69,0.64,0.5,0.5663
983,1,0.94,1,0.92,0.89,0.92,0.9033
983,2,0.84,0.97,1,0.97,0.84,0.9
1900,1,0.64,0.49,0.51,0.48,0.65,0.6083
1900,2,0.6,0.51,0.61,0.5,0.43,0.4666
906,1,0.56,0.6,0.65,0.61,0.61,0.5982
