session_id,round,concept_id,chapter,queried_within_k
206,4,微服务_206_4,微服务,0
207,1,SPI_207_1,SPI,0
207,2,线程池_207_2,线程池,0
207,5,Spring_207_5,Spring,0
207,6,缓存_207_6,缓存,0
208,2,微服务_208_2,微服务,0
208,3,JMM_208_3,JMM,0
208,4,线程池_208_4,线程池,0
208,5,注解_208_5,注解,0
208,6,注解_208_6,注解,0
209,2,注解_209_2,注解,0
209,3,锁_209_3,锁,0
209,4,SPI_209_4,SPI,0
209,5,I/O_209_5,I/O,0
209,6,数据库_209_6,数据库,0
210,1,基本数据类型_210_1,基本数据类型,0
210,2,Spring_210_2,Spring,1
210,3,系统设计_210_3,系统设计,0
210,4,系统设计_210_4,系统设计,0
210,5,线程池_210_5,线程池,0
210,6,异常_210_6,异常,0
211,4,String_211_4,String,1
211,6,Object_211_6,Object,0
211,7,String_211_7,String,0
211,8,方法_211_8,方法,0
212,1,异常_212_1,异常,0
212,3,SPI_212_3,SPI,0
213,1,Spring_213_1,Spring,0
213,4,JVM_213_4,JVM,0
213,5,GC_213_5,GC,0
214,1,并发_214_1,并发,0
214,2,集合_214_2,集合,0
214,3,线程池_214_3,线程池,0
214,6,注解_214_6,注解,0
215,2,SPI_215_2,SPI,1
215,3,系统设计_215_3,系统设计,0
215,4,SPI_215_4,SPI,1
215,6,SPI_215_6,SPI,1
215,7,并发_215_7,并发,0
215,8,注解_215_8,注解,0
216,1,Spring_216_1,Spring,1
216,3,GC_216_3,GC,0
216,4,注解_216_4,注解,0
217,1,系统设计_217_1,系统设计,1
217,2,系统设计_217_2,系统设计,0
217,3,性能调优_217_3,性能调优,0
217,5,数据库_217_5,数据库,0
217,6,系统设计_217_6,系统设计,1
217,7,系统设计_217_7,系统设计,0
217,8,方法_217_8,方法,0
218,2,并发_218_2,并发,1
218,3,并发_218_3,并发,0
219,1,变量_219_1,变量,0
220,1,基本数据类型_220_1,基本数据类型,0
220,3,系统设计_220_3,系统设计,0
220,4,数据库_220_4,数据库,1
220,5,线程池_220_5,线程池,0
220,6,并发_220_6,并发,0
221,2,数据库_221_2,数据库,0
221,3,系统设计_221_3,系统设计,1
221,5,面向对象基础_221_5,面向对象基础,0
221,6,缓存_221_6,缓存,0
221,7,Spring_221_7,Spring,0
222,3,并发_222_3,并发,0
222,4,JVM_222_4,JVM,1
222,5,JVM_222_5,JVM,0
222,6,系统设计_222_6,系统设计,1
222,7,系统设计_222_7,系统设计,1
222,8,系统设计_222_8,系统设计,0
223,1,GC_223_1,GC,0
223,2,系统设计_223_2,系统设计,1
223,4,注解_223_4,注解,0
223,6,序列化和反序列化_223_6,序列化和反序列化,0
224,2,序列化和反序列化_224_2,序列化和反序列化,0
224,3,变量_224_3,变量,1
224,4,集合_224_4,集合,0
224,5,缓存_224_5,缓存,0
225,2,序列化和反序列化_225_2,序列化和反序列化,0
225,5,注解_225_5,注解,0
225,6,String_225_6,String,0
225,7,锁_225_7,锁,0
226,2,系统设计_226_2,系统设计,0
226,3,GC_226_3,GC,0
226,4,GC_226_4,GC,0
226,5,性能调优_226_5,性能调优,0
226,7,系统设计_226_7,系统设计,0
227,1,集合_227_1,集合,0
227,2,JVM_227_2,JVM,1
227,6,并发_227_6,并发,0
227,7,序列化和反序列化_227_7,序列化和反序列化,0
228,4,集合_228_4,集合,0
228,6,系统设计_228_6,系统设计,0
228,8,线程池_228_8,线程池,0
229,1,线程池_229_1,线程池,0
229,3,数据库_229_3,数据库,0
229,5,基本语法_229_5,基本语法,0
230,3,变量_230_3,变量,0
230,4,线程池_230_4,线程池,0
230,5,系统设计_230_5,系统设计,1
230,8,锁_230_8,锁,0
231,1,锁_231_1,锁,0
231,2,I/O_231_2,I/O,0
231,5,注解_231_5,注解,0
232,5,方法_232_5,方法,0
232,6,系统设计_232_6,系统设计,1
232,8,系统设计_232_8,系统设计,0
233,2,JVM_233_2,JVM,1
233,3,性能调优_233_3,性能调优,0
233,4,GC_233_4,GC,0
233,5,JMM_233_5,JMM,0
234,5,JMM_234_5,JMM,0
235,1,JMM_235_1,JMM,0
235,4,面向对象基础_235_4,面向对象基础,0
235,6,系统设计_235_6,系统设计,0
236,1,I/O_236_1,I/O,0
236,2,系统设计_236_2,系统设计,1
236,3,锁_236_3,锁,0
236,5,String_236_5,String,0
237,1,微服务_237_1,微服务,0
237,3,Object_237_3,Object,0
238,2,序列化和反序列化_238_2,序列化和反序列化,0
238,4,锁_238_4,锁,0
238,5,系统设计_238_5,系统设计,1
238,6,注解_238_6,注解,0
239,4,系统设计_239_4,系统设计,0
240,2,并发_240_2,并发,0
240,3,微服务_240_3,微服务,0
240,4,系统设计_240_4,系统设计,1
240,7,并发_240_7,并发,0
241,1,缓存_241_1,缓存,0
241,2,锁_241_2,锁,1
241,4,String_241_4,String,0
241,5,锁_241_5,锁,0
242,1,Spring_242_1,Spring,0
242,2,并发_242_2,并发,0
242,5,SPI_242_5,SPI,0
242,7,并发_242_7,并发,0
243,1,Object_243_1,Object,0
243,2,系统设计_243_2,系统设计,0
243,3,SPI_243_3,SPI,1
243,4,性能调优_243_4,性能调优,0
243,6,GC_243_6,GC,0
244,2,基本语法_244_2,基本语法,0
244,3,异常_244_3,异常,0
244,4,数据库_244_4,数据库,0
244,5,集合_244_5,集合,1
244,6,系统设计_244_6,系统设计,0
244,7,集合_244_7,集合,0
245,1,序列化和反序列化_245_1,序列化和反序列化,0
245,3,注解_245_3,注解,0
245,4,系统设计_245_4,系统设计,0
245,5,面向对象基础_245_5,面向对象基础,0
245,6,Spring_245_6,Spring,0
246,1,Spring_246_1,Spring,0
246,6,系统设计_246_6,系统设计,0
247,1,Object_247_1,Object,0
247,4,系统设计_247_4,系统设计,1
247,5,并发_247_5,并发,0
248,1,基本语法_248_1,基本语法,0
248,4,Object_248_4,Object,0
248,6,数据库_248_6,数据库,0
249,2,基本数据类型_249_2,基本数据类型,0
249,3,面向对象基础_249_3,面向对象基础,0
249,4,Object_249_4,Object,0
249,5,变量_249_5,变量,1
250,1,数据库_250_1,数据库,0
250,2,基本语法_250_2,基本语法,0
250,5,缓存_250_5,缓存,0
250,7,数据库_250_7,数据库,0
251,1,String_251_1,String,0
251,2,基本语法_251_2,基本语法,0
251,3,集合_251_3,集合,1
251,4,线程池_251_4,线程池,0
251,6,基本数据类型_251_6,基本数据类型,0
251,7,异常_251_7,异常,0
252,3,I/O_252_3,I/O,0
252,4,系统设计_252_4,系统设计,0
253,3,线程池_253_3,线程池,0
254,2,系统设计_254_2,系统设计,1
255,1,序列化和反序列化_255_1,序列化和反序列化,0
255,4,数据库_255_4,数据库,1
255,6,集合_255_6,集合,0
255,7,基本数据类型_255_7,基本数据类型,0
256,3,Object_256_3,Object,0
256,5,I/O_256_5,I/O,0
256,8,并发_256_8,并发,0
257,3,锁_257_3,锁,0
257,7,变量_257_7,变量,0
258,2,GC_258_2,GC,0
258,3,集合_258_3,集合,0
258,4,GC_258_4,GC,0
258,5,数据库_258_5,数据库,1
258,6,GC_258_6,GC,0
259,2,锁_259_2,锁,0
260,2,序列化和反序列化_260_2,序列化和反序列化,1
260,4,锁_260_4,锁,0
260,6,系统设计_260_6,系统设计,0
260,7,JVM_260_7,JVM,0
260,8,SPI_260_8,SPI,0
261,1,并发_261_1,并发,0
261,2,JMM_261_2,JMM,0
261,4,系统设计_261_4,系统设计,1
261,5,方法_261_5,方法,0
261,7,方法_261_7,方法,0
262,1,方法_262_1,方法,0
262,2,异常_262_2,异常,0
262,4,集合_262_4,集合,0
262,5,变量_262_5,变量,0
263,1,数据库_263_1,数据库,0
263,3,微服务_263_3,微服务,0
263,4,线程池_263_4,线程池,0
263,5,集合_263_5,集合,0
263,6,系统设计_263_6,系统设计,0
264,3,变量_264_3,变量,1
264,6,变量_264_6,变量,0
264,8,注解_264_8,注解,0
265,1,面向对象基础_265_1,面向对象基础,0
265,2,系统设计_265_2,系统设计,1
265,3,系统设计_265_3,系统设计,0
266,3,异常_266_3,异常,0
266,4,SPI_266_4,SPI,0
267,4,基本语法_267_4,基本语法,0
268,1,系统设计_268_1,系统设计,1
268,4,集合_268_4,集合,1
268,5,I/O_268_5,I/O,0
268,6,集合_268_6,集合,1
268,7,变量_268_7,变量,0
268,8,JVM_268_8,JVM,0
269,5,GC_269_5,GC,0
269,7,方法_269_7,方法,0
270,1,基本语法_270_1,基本语法,0
270,3,GC_270_3,GC,0
271,1,系统设计_271_1,系统设计,0
271,5,系统设计_271_5,系统设计,0
272,1,系统设计_272_1,系统设计,0
272,3,基本语法_272_3,基本语法,1
272,4,微服务_272_4,微服务,0
272,6,方法_272_6,方法,1
272,8,String_272_8,String,0
273,1,序列化和反序列化_273_1,序列化和反序列化,0
273,2,JVM_273_2,JVM,1
273,3,基本语法_273_3,基本语法,0
273,5,异常_273_5,异常,0
274,4,系统设计_274_4,系统设计,0
274,5,线程池_274_5,线程池,0
274,6,系统设计_274_6,系统设计,0
275,2,系统设计_275_2,系统设计,1
275,3,JVM_275_3,JVM,1
276,1,数据库_276_1,数据库,1
276,3,基本语法_276_3,基本语法,0
276,4,数据库_276_4,数据库,1
276,5,系统设计_276_5,系统设计,0
276,6,数据库_276_6,数据库,0
277,2,系统设计_277_2,系统设计,0
277,3,变量_277_3,变量,0
277,5,线程池_277_5,线程池,0
277,7,面向对象基础_277_7,面向对象基础,0
277,8,集合_277_8,集合,0
278,1,集合_278_1,集合,0
278,2,系统设计_278_2,系统设计,0
278,6,Spring_278_6,Spring,0
278,7,方法_278_7,方法,0
279,2,注解_279_2,注解,0
279,3,注解_279_3,注解,0
279,4,SPI_279_4,SPI,0
279,5,Spring_279_5,Spring,0
280,2,集合_280_2,集合,1
280,4,线程池_280_4,线程池,0
280,7,系统设计_280_7,系统设计,0
280,8,锁_280_8,锁,0
281,1,面向对象基础_281_1,面向对象基础,0
281,3,锁_281_3,锁,0
281,4,并发_281_4,并发,0
281,5,微服务_281_5,微服务,0
282,1,JMM_282_1,JMM,0
282,3,系统设计_282_3,系统设计,0
282,4,JMM_282_4,JMM,0
282,5,基本语法_282_5,基本语法,0
283,1,性能调优_283_1,性能调优,0
283,2,注解_283_2,注解,1
284,1,注解_284_1,注解,0
284,2,性能调优_284_2,性能调优,0
284,5,性能调优_284_5,性能调优,0
284,8,数据库_284_8,数据库,0
285,1,JMM_285_1,JMM,0
285,2,JVM_285_2,JVM,0
285,3,面向对象基础_285_3,面向对象基础,0
286,1,缓存_286_1,缓存,0
286,3,微服务_286_3,微服务,0
286,4,系统设计_286_4,系统设计,0
286,5,线程池_286_5,线程池,0
286,6,JMM_286_6,JMM,0
287,1,系统设计_287_1,系统设计,1
287,2,缓存_287_2,缓存,0
287,4,集合_287_4,集合,0
287,6,序列化和反序列化_287_6,序列化和反序列化,0
287,7,Spring_287_7,Spring,0
288,1,Object_288_1,Object,0
288,3,锁_288_3,锁,0
288,4,JMM_288_4,JMM,0
289,1,系统设计_289_1,系统设计,0
289,2,String_289_2,String,0
289,4,基本语法_289_4,基本语法,0
290,2,JVM_290_2,JVM,0
290,3,性能调优_290_3,性能调优,0
290,4,Spring_290_4,Spring,0
291,1,GC_291_1,GC,0
291,2,系统设计_291_2,系统设计,0
291,3,数据库_291_3,数据库,0
291,4,线程池_291_4,线程池,0
291,5,方法_291_5,方法,0
291,6,变量_291_6,变量,1
292,2,锁_292_2,锁,0
292,3,JMM_292_3,JMM,0
293,1,集合_293_1,集合,0
293,2,JMM_293_2,JMM,1
293,4,基本语法_293_4,基本语法,0
293,5,变量_293_5,变量,0
293,7,系统设计_293_7,系统设计,0
294,2,并发_294_2,并发,0
294,3,GC_294_3,GC,0
294,6,系统设计_294_6,系统设计,1
295,1,基本语法_295_1,基本语法,0
295,2,系统设计_295_2,系统设计,1
295,4,数据库_295_4,数据库,1
295,7,序列化和反序列化_295_7,序列化和反序列化,0
295,8,Spring_295_8,Spring,0
296,5,String_296_5,String,0
296,7,JMM_296_7,JMM,0
296,8,系统设计_296_8,系统设计,0
297,1,注解_297_1,注解,0
297,3,数据库_297_3,数据库,1
297,4,JMM_297_4,JMM,0
297,6,微服务_297_6,微服务,0
298,1,Object_298_1,Object,0
298,2,SPI_298_2,SPI,0
298,3,JMM_298_3,JMM,0
298,4,注解_298_4,注解,0
298,5,方法_298_5,方法,0
298,6,并发_298_6,并发,0
298,7,Spring_298_7,Spring,0
299,1,并发_299_1,并发,0
299,2,锁_299_2,锁,0
299,3,基本数据类型_299_3,基本数据类型,0
299,4,数据库_299_4,数据库,1
299,5,序列化和反序列化_299_5,序列化和反序列化,0
299,6,数据库_299_6,数据库,0
299,7,面向对象基础_299_7,面向对象基础,0
300,1,面向对象基础_300_1,面向对象基础,0
300,2,性能调优_300_2,性能调优,0
300,3,基本语法_300_3,基本语法,0
300,4,数据库_300_4,数据库,1
300,6,缓存_300_6,缓存,0
300,7,数据库_300_7,数据库,1
300,8,I/O_300_8,I/O,0
