id,session_id,role,content
606,54,candidate,（已提交语音回答）
607,54,interviewer,第3题（变量）：请简述相关知识点。
608,54,candidate,（已提交语音回答）
609,54,interviewer,第4题（I/O）：请简述相关知识点。
610,54,candidate,（已提交语音回答）
611,54,interviewer,第5题（String）：请简述相关知识点。
612,54,candidate,（已提交语音回答）
613,54,interviewer,第6题（泛型）：请简述相关知识点。
614,54,candidate,（已提交语音回答）
615,55,interviewer,第1题（基础概念与常识）：请简述相关知识点。
616,55,candidate,（已提交语音回答）
617,55,interviewer,第2题（并发）：请简述相关知识点。
618,55,candidate,（已提交语音回答）
619,55,interviewer,第3题（Spring）：请简述相关知识点。
620,55,candidate,（已提交语音回答）
621,55,interviewer,第4题（基础概念与常识）：请简述相关知识点。
622,55,candidate,（已提交语音回答）
623,56,interviewer,第1题（反射）：请简述相关知识点。
624,56,candidate,（已提交语音回答）
625,56,interviewer,第2题（基本语法）：请简述相关知识点。
626,56,candidate,（已提交语音回答）
627,56,interviewer,第3题（Spring）：请简述相关知识点。
628,56,candidate,（已提交语音回答）
629,57,interviewer,第1题（集合）：请简述相关知识点。
630,57,candidate,（已提交语音回答）
631,57,interviewer,第2题（Spring）：请简述相关知识点。
632,57,candidate,（已提交语音回答）
633,57,interviewer,第3题（方法）：请简述相关知识点。
634,57,candidate,（已提交语音回答）
635,57,interviewer,第4题（系统设计）：请简述相关知识点。
636,57,candidate,（已提交语音回答）
637,57,interviewer,第5题（Object）：请简述相关知识点。
638,57,candidate,（已提交语音回答）
639,57,interviewer,第6题（SPI）：请简述相关知识点。
640,57,candidate,（已提交语音回答）
641,58,interviewer,第1题（SPI）：请简述相关知识点。
642,58,candidate,（已提交语音回答）
643,58,interviewer,第2题（泛型）：请简述相关知识点。
644,58,candidate,（已提交语音回答）
645,58,interviewer,第3题（集合）：请简述相关知识点。
646,58,candidate,（已提交语音回答）
647,58,interviewer,第4题（系统设计）：请简述相关知识点。
648,58,candidate,（已提交语音回答）
649,58,interviewer,第5题（异常）：请简述相关知识点。
650,58,candidate,（已提交语音回答）
651,58,interviewer,第6题（Object）：请简述相关知识点。
652,58,candidate,（已提交语音回答）
653,58,interviewer,第7题（异常）：请简述相关知识点。
654,58,candidate,（已提交语音回答）
655,59,interviewer,第1题（系统设计）：请简述相关知识点。
656,59,candidate,（已提交语音回答）
657,59,interviewer,第2题（方法）：请简述相关知识点。
658,59,candidate,（已提交语音回答）
659,59,interviewer,第3题（变量）：请简述相关知识点。
660,59,candidate,（已提交语音回答）
661,60,interviewer,第1题（方法）：请简述相关知识点。
662,60,candidate,（已提交语音回答）
663,60,interviewer,第2题（异常）：请简述相关知识点。
664,60,candidate,（已提交语音回答）
665,60,interviewer,第3题（基本语法）：请简述相关知识点。
666,60,candidate,（已提交语音回答）
667,60,interviewer,第4题（变量）：请简述相关知识点。
668,60,candidate,（已提交语音回答）
669,60,interviewer,第5题（SPI）：请简述相关知识点。
670,60,candidate,（已提交语音回答）
671,60,interviewer,第6题（异常）：请简述相关知识点。
672,60,candidate,（已提交语音回答）
673,61,interviewer,第1题（JVM）：请简述相关知识点。
674,61,candidate,（已提交语音回答）
675,61,interviewer,第2题（String）：请简述相关知识点。
676,61,candidate,（已提交语音回答）
677,61,interviewer,第3题（序列化和反序列化）：请简述相关知识点。
678,61,candidate,（已提交语音回答）
679,61,interviewer,第4题（集合）：请简述相关知识点。
680,61,candidate,（已提交语音回答）
681,61,interviewer,第5题（基本数据类型）：请简述相关知识点。
682,61,candidate,（已提交语音回答）
683,61,interviewer,第6题（数据库）：请简述相关知识点。
684,61,candidate,（已提交语音回答）
685,61,interviewer,第7题（JVM）：请简述相关知识点。
686,61,candidate,（已提交语音回答）
687,62,interviewer,第1题（JVM）：请简述相关知识点。
688,62,candidate,（已提交语音回答）
689,62,interviewer,第2题（变量）：请简述相关知识点。
690,62,candidate,（已提交语音回答）
691,62,interviewer,第3题（Spring）：请简述相关知识点。
692,62,candidate,（已提交语音回答）
693,63,interviewer,第1题（序列化和反序列化）：请简述相关知识点。
694,63,candidate,（已提交语音回答）
695,63,interviewer,第2题（集合）：请简述相关知识点。
696,63,candidate,（已提交语音回答）
697,63,interviewer,第3题（注解）：请简述相关知识点。
698,63,candidate,（已提交语音回答）
699,63,interviewer,第4题（SPI）：请简述相关知识点。
700,63,candidate,（已提交语音回答）
701,64,interviewer,第1题（并发）：请简述相关知识点。
702,64,candidate,（已提交语音回答）
703,64,interviewer,第2题（基本数据类型）：请简述相关知识点。
704,64,candidate,（已提交语音回答）
705,64,interviewer,第3题（SPI）：请简述相关知识点。
706,64,candidate,（已提交语音回答）
707,64,interviewer,第4题（Spring）：请简述相关知识点。
708,64,candidate,（已提交语音回答）
709,65,interviewer,第1题（变量）：请简述相关知识点。
710,65,candidate,（已提交语音回答）
711,65,interviewer,第2题（序列化和反序列化）：请简述相关知识点。
712,65,candidate,（已提交语音回答）
713,65,interviewer,第3题（系统设计）：请简述相关知识点。
714,65,candidate,（已提交语音回答）
715,65,interviewer,第4题（Object）：请简述相关知识点。
716,65,candidate,（已提交语音回答）
717,66,interviewer,第1题（并发）：请简述相关知识点。
718,66,candidate,（已提交语音回答）
719,66,interviewer,第2题（SPI）：请简述相关知识点。
720,66,candidate,（已提交语音回答）
721,66,interviewer,第3题（序列化和反序列化）：请简述相关知识点。
722,66,candidate,（已提交语音回答）
723,66,interviewer,第4题（基础概念与常识）：请简述相关知识点。
724,66,candidate,（已提交语音回答）
725,67,interviewer,第1题（系统设计）：请简述相关知识点。
726,67,candidate,（已提交语音回答）
727,67,interviewer,第2题（泛型）：请简述相关知识点。
728,67,candidate,（已提交语音回答）
729,67,interviewer,第3题（SPI）：请简述相关知识点。
730,67,candidate,（已提交语音回答）
731,67,interviewer,第4题（数据库）：请简述相关知识点。
732,67,candidate,（已提交语音回答）
733,67,interviewer,第5题（基础概念与常识）：请简述相关知识点。
734,67,candidate,（已提交语音回答）
735,67,interviewer,第6题（Object）：请简述相关知识点。
736,67,candidate,（已提交语音回答）
737,67,interviewer,第7题（面向对象基础）：请简述相关知识点。
738,67,candidate,（已提交语音回答）
739,68,interviewer,第1题（注解）：请简述相关知识点。
740,68,candidate,（已提交语音回答）
741,68,interviewer,第2题（方法）：请简述相关知识点。
742,68,candidate,（已提交语音回答）
743,68,interviewer,第3题（泛型）：请简述相关知识点。
744,68,candidate,（已提交语音回答）
745,69,interviewer,第1题（序列化和反序列化）：请简述相关知识点。
746,69,candidate,（已提交语音回答）
747,69,interviewer,第2题（泛型）：请简述相关知识点。
748,69,candidate,（已提交语音回答）
749,69,interviewer,第3题（变量）：请简述相关知识点。
750,69,candidate,（已提交语音回答）
751,69,interviewer,第4题（并发）：请简述相关知识点。
752,69,candidate,（已提交语音回答）
753,69,interviewer,第5题（I/O）：请简述相关知识点。
754,69,candidate,（已提交语音回答）
755,70,interviewer,第1题（String）：请简述相关知识点。
756,70,candidate,（已提交语音回答）
757,70,interviewer,第2题（方法）：请简述相关知识点。
758,70,candidate,（已提交语音回答）
759,70,interviewer,第3题（并发）：请简述相关知识点。
760,70,candidate,（已提交语音回答）
761,70,interviewer,第4题（Spring）：请简述相关知识点。
762,70,candidate,（已提交语音回答）
763,70,interviewer,第5题（SPI）：请简述相关知识点。
764,70,candidate,（已提交语音回答）
765,70,interviewer,第6题（基本语法）：请简述相关知识点。
766,70,candidate,（已提交语音回答）
767,71,interviewer,第1题（集合）：请简述相关知识点。
768,71,candidate,（已提交语音回答）
769,71,interviewer,第2题（数据库）：请简述相关知识点。
770,71,candidate,（已提交语音回答）
771,71,interviewer,第3题（反射）：请简述相关知识点。
772,71,candidate,（已提交语音回答）
773,72,interviewer,第1题（String）：请简述相关知识点。
774,72,candidate,（已提交语音回答）
775,72,interviewer,第2题（系统设计）：请简述相关知识点。
776,72,candidate,（已提交语音回答）
777,72,interviewer,第3题（基本数据类型）：请简述相关知识点。
778,72,candidate,（已提交语音回答）
779,72,interviewer,第4题（I/O）：请简述相关知识点。
780,72,candidate,（已提交语音回答）
781,72,interviewer,第5题（注解）：请简述相关知识点。
782,72,candidate,（已提交语音回答）
783,72,interviewer,第6题（基本数据类型）：请简述相关知识点。
784,72,candidate,（已提交语音回答）
785,73,interviewer,第1题（变量）：请简述相关知识点。
786,73,candidate,（已提交语音回答）
787,73,interviewer,第2题（SPI）：请简述相关知识点。
788,73,candidate,（已提交语音回答）
789,73,interviewer,第3题（异常）：请简述相关知识点。
790,73,candidate,（已提交语音回答）
791,73,interviewer,第4题（系统设计）：请简述相关知识点。
792,73,candidate,（已提交语音回答）
793,73,interviewer,第5题（并发）：请简述相关知识点。
794,73,candidate,（已提交语音回答）
795,73,interviewer,第6题（集合）：请简述相关知识点。
796,73,candidate,（已提交语音回答）
797,74,interviewer,第1题（基础概念与常识）：请简述相关知识点。
798,74,candidate,（已提交语音回答）
799,74,interviewer,第2题（注解）：请简述相关知识点。
800,74,candidate,（已提交语音回答）
801,74,interviewer,第3题（基础概念与常识）：请简述相关知识点。
802,74,candidate,（已提交语音回答）
803,74,interviewer,第4题（SPI）：请简述相关知识点。
804,74,candidate,（已提交语音回答）
805,74,interviewer,第5题（基本语法）：请简述相关知识点。
806,74,candidate,（已提交语音回答）
807,74,interviewer,第6题（基本数据类型）：请简述相关知识点。
808,74,candidate,（已提交语音回答）
809,75,interviewer,第1题（系统设计）：请简述相关知识点。
810,75,candidate,（已提交语音回答）
811,75,interviewer,第2题（Spring）：请简述相关知识点。
812,75,candidate,（已提交语音回答）
813,75,interviewer,第3题（数据库）：请简述相关知识点。
814,75,candidate,（已提交语音回答）
815,75,interviewer,第4题（JVM）：请简述相关知识点。
816,75,candidate,（已提交语音回答）
817,75,interviewer,第5题（注解）：请简述相关知识点。
818,75,candidate,（已提交语音回答）
819,76,interviewer,第1题（JVM）：请简述相关知识点。
820,76,candidate,（已提交语音回答）
821,76,interviewer,第2题（集合）：请简述相关知识点。
822,76,candidate,（已提交语音回答）
823,76,interviewer,第3题（面向对象基础）：请简述相关知识点。
824,76,candidate,（已提交语音回答）
825,76,interviewer,第4题（I/O）：请简述相关知识点。
826,76,candidate,（已提交语音回答）
827,76,interviewer,第5题（基本语法）：请简述相关知识点。
828,76,candidate,（已提交语音回答）
829,77,interviewer,第1题（注解）：请简述相关知识点。
830,77,candidate,（已提交语音回答）
831,77,interviewer,第2题（I/O）：请简述相关知识点。
832,77,candidate,（已提交语音回答）
833,77,interviewer,第3题（系统设计）：请简述相关知识点。
834,77,candidate,（已提交语音回答）
835,77,interviewer,第4题（方法）：请简述相关知识点。
836,77,candidate,（已提交语音回答）
837,77,interviewer,第5题（I/O）：请简述相关知识点。
838,77,candidate,（已提交语音回答）
839,77,interviewer,第6题（基本数据类型）：请简述相关知识点。
840,77,candidate,（已提交语音回答）
841,78,interviewer,第1题（I/O）：请简述相关知识点。
842,78,candidate,（已提交语音回答）
843,78,interviewer,第2题（JVM）：请简述相关知识点。
844,78,candidate,（已提交语音回答）
845,78,interviewer,第3题（JVM）：请简述相关知识点。
846,78,candidate,（已提交语音回答）
847,78,interviewer,第4题（Object）：请简述相关知识点。
848,78,candidate,（已提交语音回答）
849,78,interviewer,第5题（方法）：请简述相关知识点。
850,78,candidate,（已提交语音回答）
851,79,interviewer,第1题（变量）：请简述相关知识点。
852,79,candidate,（已提交语音回答）
853,79,interviewer,第2题（JVM）：请简述相关知识点。
854,79,candidate,（已提交语音回答）
855,79,interviewer,第3题（方法）：请简述相关知识点。
856,79,candidate,（已提交语音回答）
857,79,interviewer,第4题（系统设计）：请简述相关知识点。
858,79,candidate,（已提交语音回答）
859,79,interviewer,第5题（序列化和反序列化）：请简述相关知识点。
860,79,candidate,（已提交语音回答）
861,79,interviewer,第6题（集合）：请简述相关知识点。
862,79,candidate,（已提交语音回答）
863,80,interviewer,第1题（集合）：请简述相关知识点。
864,80,candidate,（已提交语音回答）
865,80,interviewer,第2题（Object）：请简述相关知识点。
866,80,candidate,（已提交语音回答）
867,80,interviewer,第3题（集合）：请简述相关知识点。
868,80,candidate,（已提交语音回答）
