session_id,round,action,reward,split
98,10,terminate,0.9378,train
98,10,terminate,0.9387,train
99,7,terminate,0.9428,train
99,7,terminate,0.9381499999999999,train
99,7,terminate,0.9429,train
99,7,terminate,0.9338,train
99,7,terminate,0.9285,train
99,7,terminate,0.9209999999999999,train
99,7,terminate,0.9228,train
100,8,terminate,0.9248,train
100,8,terminate,0.9414499999999999,train
100,8,terminate,0.9448,train
100,8,terminate,0.9522999999999999,train
100,8,terminate,0.9521,train
100,8,terminate,0.9462999999999999,train
100,8,terminate,0.9491999999999999,train
100,8,terminate,0.9435,train
101,9,terminate,0.9310999999999999,train
101,9,terminate,0.9243499999999999,train
101,9,terminate,0.9253,train
101,9,terminate,0.938,train
101,9,terminate,0.9616,train
101,9,terminate,0.9694,train
101,9,terminate,0.9728999999999999,train
101,9,terminate,0.9701,train
101,9,terminate,0.9712000000000001,train
102,9,terminate,0.9146,test
102,9,terminate,0.9340999999999999,test
102,9,terminate,0.9367,test
102,9,terminate,0.9502999999999999,test
102,9,terminate,0.9522999999999999,test
102,9,terminate,0.9511999999999999,test
102,9,terminate,0.9497,test
102,9,terminate,0.9381999999999999,test
102,9,terminate,0.9400999999999999,test
103,8,terminate,0.8968999999999999,train
103,8,terminate,0.9058999999999999,train
103,8,terminate,0.9047,train
103,8,terminate,0.9179999999999999,train
103,8,terminate,0.9275,train
103,8,terminate,0.9317,train
103,8,terminate,0.9281999999999999,train
103,8,terminate,0.9202999999999999,train
104,8,terminate,0.8998999999999999,train
104,8,terminate,0.9305,train
104,8,terminate,0.9191,train
104,8,terminate,0.9339999999999999,train
104,8,terminate,0.9166,train
104,8,terminate,0.9247,train
104,8,terminate,0.9092,train
104,8,terminate,0.9138999999999999,train
105,11,terminate,0.8963,train
105,11,terminate,0.90935,train
105,11,terminate,0.9247,train
105,11,terminate,0.9409,train
105,11,terminate,0.9396,train
105,11,terminate,0.9376,train
105,11,terminate,0.9280999999999999,train
105,11,terminate,0.9236,train
105,11,terminate,0.9159999999999999,train
105,11,terminate,0.9265,train
105,11,terminate,0.9244,train
106,8,terminate,0.8818999999999999,train
106,8,terminate,0.88835,train
106,8,terminate,0.9035,train
106,8,terminate,0.9034,train
106,8,terminate,0.9097,train
106,8,terminate,0.8962,train
106,8,terminate,0.8991,train
106,8,terminate,0.8875,train
107,8,terminate,0.9014,train
107,8,terminate,0.8916499999999999,train
107,8,terminate,0.8999999999999999,train
107,8,terminate,0.8980999999999999,train
107,8,terminate,0.9091,train
107,8,terminate,0.9037999999999999,train
107,8,terminate,0.9025,train
107,8,terminate,0.9101999999999999,train
108,11,terminate,0.857,train
108,11,terminate,0.8714,train
108,11,terminate,0.8948999999999999,train
108,11,terminate,0.9134,train
108,11,terminate,0.9231,train
108,11,terminate,0.9080999999999999,train
108,11,terminate,0.9119999999999999,train
108,11,terminate,0.9130999999999999,train
108,11,terminate,0.9256,train
108,11,terminate,0.9140999999999999,train
108,11,terminate,0.9077999999999999,train
109,10,terminate,0.8864,train
109,10,terminate,0.89915,train
109,10,terminate,0.9017,train
109,10,terminate,0.9085,train
109,10,terminate,0.9022,train
109,10,terminate,0.8985,train
109,10,terminate,0.8992,train
109,10,terminate,0.9040999999999999,train
109,10,terminate,0.9138,train
109,10,terminate,0.9087,train
110,11,terminate,0.8806999999999999,test
110,11,terminate,0.9131,test
110,11,terminate,0.9091,test
110,11,terminate,0.9218,test
110,11,terminate,0.9105,test
110,11,terminate,0.9201999999999999,test
110,11,terminate,0.9395,test
110,11,terminate,0.9306,test
110,11,terminate,0.9327,test
110,11,terminate,0.9081999999999999,test
110,11,terminate,0.9122,test
111,7,terminate,0.9319999999999999,train
111,7,terminate,0.9211999999999999,train
111,7,terminate,0.9221999999999999,train
111,7,terminate,0.9107,train
111,7,terminate,0.9087,train
111,7,terminate,0.9058999999999999,train
111,7,terminate,0.9257,train
112,7,terminate,0.8938999999999999,train
112,7,terminate,0.89825,train
112,7,terminate,0.9046,train
112,7,terminate,0.9094,train
112,7,terminate,0.9225,train
112,7,terminate,0.9157,train
112,7,terminate,0.9355,train
113,11,terminate,0.9152,train
113,11,terminate,0.92885,train
113,11,terminate,0.9156,train
113,11,terminate,0.9189999999999999,train
113,11,terminate,0.9143,train
113,11,terminate,0.9309,train
113,11,terminate,0.9373,train
113,11,terminate,0.9303,train
113,11,terminate,0.9198,train
113,11,terminate,0.9053,train
113,11,terminate,0.9174,train
114,9,terminate,0.8827999999999999,train
114,9,terminate,0.89615,train
114,9,terminate,0.8959999999999999,train
114,9,terminate,0.8998999999999999,train
114,9,terminate,0.8965,train
114,9,terminate,0.8976,train
114,9,terminate,0.9148,train
114,9,terminate,0.9269999999999999,train
114,9,terminate,0.9281999999999999,train
115,4,terminate,0.9167,train
115,4,terminate,0.9278,train
115,4,terminate,0.9319,train
115,4,terminate,0.9385,train
116,7,terminate,0.8903,val
116,7,terminate,0.8954,val
116,7,terminate,0.8935,val
116,7,terminate,0.8920999999999999,val
116,7,terminate,0.9152,val
116,7,terminate,0.9339,val
116,7,terminate,0.9421999999999999,val
117,9,terminate,0.8857999999999999,train
117,9,terminate,0.89465,train
117,9,terminate,0.8915,train
117,9,terminate,0.899,train
117,9,terminate,0.9057999999999999,train
117,9,terminate,0.9220999999999999,train
117,9,terminate,0.9241999999999999,train
117,9,terminate,0.9162,train
117,9,terminate,0.9063,train
118,7,terminate,0.9319999999999999,train
118,7,terminate,0.92255,train
118,7,terminate,0.9226,train
118,7,terminate,0.9408,train
118,7,terminate,0.9498,train
118,7,terminate,0.9659,train
118,7,terminate,0.9588,train
119,10,terminate,0.9625999999999999,train
119,10,terminate,0.9462499999999999,train
119,10,terminate,0.941,train
119,10,terminate,0.9317,train
119,10,terminate,0.9434,train
119,10,terminate,0.9437,train
119,10,terminate,0.9448,train
119,10,terminate,0.9335,train
119,10,terminate,0.9341999999999999,train
119,10,terminate,0.9209999999999999,train
120,10,terminate,0.9134,train
120,10,terminate,0.92855,train
120,10,terminate,0.9379,train
120,10,terminate,0.9491999999999999,train
120,10,terminate,0.9502999999999999,train
120,10,terminate,0.9413,train
120,10,terminate,0.9259,train
120,10,terminate,0.9120999999999999,train
120,10,terminate,0.9148999999999999,train
120,10,terminate,0.9253,train
121,8,terminate,0.9056,val
121,8,terminate,0.9331999999999999,val
121,8,terminate,0.9261999999999999,val
121,8,terminate,0.9293,val
121,8,terminate,0.9275,val
121,8,terminate,0.9259,val
121,8,terminate,0.9204,val
121,8,terminate,0.9057,val
122,10,terminate,0.9233,train
122,10,terminate,0.9074,train
122,10,terminate,0.9105,train
122,10,terminate,0.9134,train
122,10,terminate,0.9249999999999999,train
122,10,terminate,0.9292,train
122,10,terminate,0.9238999999999999,train
122,10,terminate,0.9320999999999999,train
122,10,terminate,0.9320999999999999,train
122,10,terminate,0.9365999999999999,train
123,11,terminate,0.9229999999999999,train
123,11,terminate,0.9257,train
123,11,terminate,0.9398,train
123,11,terminate,0.9470999999999999,train
123,11,terminate,0.9442999999999999,train
123,11,terminate,0.9244,train
123,11,terminate,0.9268,train
123,11,terminate,0.9293,train
123,11,terminate,0.9362999999999999,train
123,11,terminate,0.9239999999999999,train
123,11,terminate,0.9057,train
124,9,terminate,0.9389,test
124,9,terminate,0.9259999999999999,test
124,9,terminate,0.9289999999999999,test
124,9,terminate,0.9226,test
124,9,terminate,0.9241999999999999,test
124,9,terminate,0.9207,test
124,9,terminate,0.9292,test
124,9,terminate,0.9380999999999999,test
124,9,terminate,0.9329,test
125,7,terminate,0.9229999999999999,test
125,7,terminate,0.9163999999999999,test
125,7,terminate,0.9092,test
125,7,terminate,0.9002,test
125,7,terminate,0.9029999999999999,test
125,7,terminate,0.9253,test
125,7,terminate,0.9239999999999999,test
126,7,terminate,0.9331999999999999,train
126,7,terminate,0.9188,train
126,7,terminate,0.9101999999999999,train
126,7,terminate,0.8964,train
126,7,terminate,0.9087999999999999,train
126,7,terminate,0.9313,train
126,7,terminate,0.9369999999999999,train
127,10,terminate,0.8747,train
127,10,terminate,0.88385,train
127,10,terminate,0.8866999999999999,train
127,10,terminate,0.8958999999999999,train
127,10,terminate,0.9073,train
127,10,terminate,0.9083,train
127,10,terminate,0.9023,train
127,10,terminate,0.9026,train
127,10,terminate,0.9076,train
127,10,terminate,0.8958999999999999,train
128,8,terminate,0.8465,train
128,8,terminate,0.87635,train
128,8,terminate,0.8915,train
128,8,terminate,0.9116,train
128,8,terminate,0.9097999999999999,train
128,8,terminate,0.9083,train
128,8,terminate,0.9112,train
128,8,terminate,0.9170999999999999,train
129,9,terminate,0.9097999999999999,val
129,9,terminate,0.9078499999999999,val
129,9,terminate,0.9087999999999999,val
129,9,terminate,0.9127,val
129,9,terminate,0.9055,val
129,9,terminate,0.8920999999999999,val
129,9,terminate,0.8877999999999999,val
129,9,terminate,0.8926999999999999,val
129,9,terminate,0.8980999999999999,val
130,3,terminate,0.8482999999999999,train
130,3,terminate,0.8709499999999999,train
130,3,terminate,0.8815999999999999,train
131,7,terminate,0.8899999999999999,train
131,7,terminate,0.89915,train
131,7,terminate,0.9002,train
131,7,terminate,0.8905,train
131,7,terminate,0.8821,train
131,7,terminate,0.8809,train
131,7,terminate,0.9008999999999999,train
132,9,terminate,0.8588,train
132,9,terminate,0.8688499999999999,train
132,9,terminate,0.8722,train
132,9,terminate,0.8784,train
132,9,terminate,0.8901,train
132,9,terminate,0.9007999999999999,train
132,9,terminate,0.9085,train
132,9,terminate,0.9043,train
132,9,terminate,0.9006,train
133,7,terminate,0.9169999999999999,test
133,7,terminate,0.9509,test
133,7,terminate,0.9398,test
133,7,terminate,0.9451999999999999,test
133,7,terminate,0.9315,test
133,7,terminate,0.9466,test
133,7,terminate,0.9524999999999999,test
134,11,terminate,0.9271999999999999,train
134,11,terminate,0.9441499999999999,train
134,11,terminate,0.9371999999999999,train
134,11,terminate,0.9436,train
134,11,terminate,0.9374,train
134,11,terminate,0.944,train
134,11,terminate,0.9481999999999999,train
134,11,terminate,0.9316,train
134,11,terminate,0.9214,train
134,11,terminate,0.9067,train
134,11,terminate,0.9172,train
135,7,terminate,0.9229999999999999,test
135,7,terminate,0.92585,test
135,7,terminate,0.9277,test
135,7,terminate,0.9455,test
135,7,terminate,0.9452999999999999,test
135,7,terminate,0.941,test
135,7,terminate,0.9309999999999999,test
136,3,terminate,0.9167,test
136,3,terminate,0.9381499999999999,test
136,3,terminate,0.9319999999999999,test
137,7,terminate,0.9364999999999999,test
137,7,terminate,0.9451999999999999,test
137,7,terminate,0.9479,test
137,7,terminate,0.9477,test
137,7,terminate,0.9508,test
137,7,terminate,0.9601999999999999,test
137,7,terminate,0.9657,test
138,7,terminate,0.9077,test
138,7,terminate,0.9279499999999999,test
138,7,terminate,0.9416,test
138,7,terminate,0.9694,test
138,7,terminate,0.9749999999999999,test
138,7,terminate,0.9677,test
138,7,terminate,0.9556,test
139,7,terminate,0.8656999999999999,train
139,7,terminate,0.8876,train
139,7,terminate,0.9068999999999999,train
139,7,terminate,0.9360999999999999,train
139,7,terminate,0.9320999999999999,train
139,7,terminate,0.9256,train
139,7,terminate,0.9139999999999999,train
140,8,terminate,0.8528,train
140,8,terminate,0.8813,train
140,8,terminate,0.8928,train
140,8,terminate,0.9098999999999999,train
140,8,terminate,0.9166,train
140,8,terminate,0.9054,train
140,8,terminate,0.9073,train
140,8,terminate,0.9097999999999999,train
141,8,terminate,0.8711,train
141,8,terminate,0.8951,train
141,8,terminate,0.9113,train
141,8,terminate,0.9310999999999999,train
141,8,terminate,0.9241999999999999,train
141,8,terminate,0.9253,train
141,8,terminate,0.9234,train
141,8,terminate,0.9378,train
142,11,terminate,0.9511999999999999,test
142,11,terminate,0.9421999999999999,test
142,11,terminate,0.9441999999999999,test
142,11,terminate,0.9339,test
142,11,terminate,0.9447,test
142,11,terminate,0.9262999999999999,test
142,11,terminate,0.9219999999999999,test
142,11,terminate,0.9068999999999999,test
142,11,terminate,0.9289,test
142,11,terminate,0.9356,test
142,11,terminate,0.9209999999999999,test
143,8,terminate,0.9382999999999999,train
143,8,terminate,0.9471499999999999,train
143,8,terminate,0.9410999999999999,train
143,8,terminate,0.9398,train
143,8,terminate,0.9273,train
143,8,terminate,0.9374,train
143,8,terminate,0.9338,train
143,8,terminate,0.9379,train
144,8,terminate,0.9146,train
144,8,terminate,0.9178999999999999,train
144,8,terminate,0.9300999999999999,train
144,8,terminate,0.9425999999999999,train
144,8,terminate,0.948,train
144,8,terminate,0.9363999999999999,train
144,8,terminate,0.9367999999999999,train
144,8,terminate,0.9389,train
